1000000032,1,911
1000000033,1,355
1000000034,1,424
1000000035,1,379
1000000036,1,537
1000000037,1,715
1000000038,1,498
1000000039,1,817
1000000040,1,667
1000000041,1,389
1000000042,1,441
1000000043,1,721
1000000044,1,397
1000000045,1,358
1000000046,1,861
1000000047,1,783
1000000048,1,363
1000000049,1,341
1000000050,1,904
1000000051,1,835
1000000052,1,545
1000000053,1,529
1000000054,1,729
1000000055,1,648
1000000056,1,585
1000000057,1,308
1000000058,1,443
1000000059,1,820
1000000060,1,888
1000000061,1,961
1000000062,1,534
1000000063,1,672
1000000064,1,964
1000000065,1,407
1000000066,1,447
1000000067,1,935
1000000068,1,576
1000000069,1,924
1000000070,1,884
1000000071,1,805
1000000072,1,755
1000000073,1,364
1000000074,1,876
1000000075,1,860
1000000076,1,774
1000000077,1,512
1000000078,1,718
1000000079,1,915
1000000080,1,382
1000000081,1,732
1000000082,1,827
1000000083,1,452
1000000084,1,583
1000000085,1,472
1000000086,1,471
1000000087,1,378
1000000088,1,301
1000000089,1,884
1000000090,1,767
1000000091,1,718
1000000092,1,659
1000000093,1,616
1000000094,1,327
1000000095,1,853
1000000096,1,783
1000000097,1,910
1000000098,1,660
1000000099,1,664
1000000100,1,539
1000000101,1,382
1000000102,1,400
1000000103,1,784
1000000104,1,969
1000000105,1,362
1000000106,1,618
1000000107,1,710
1000000108,1,512
1000000109,1,317
1000000110,1,726
1000000111,1,993
1000000112,1,974
1000000113,1,956
1000000114,1,630
1000000115,1,433
1000000116,1,793
1000000117,1,378
1000000118,1,581
1000000119,1,781
1000000120,1,848
1000000121,1,637
1000000122,1,517
1000000123,1,625
1000000124,1,677
1000000125,1,995
1000000126,1,597
1000000127,1,698
1000000128,1,908
1000000129,1,601
1000000130,1,438
1000000131,1,616
1000000132,1,698
1000000133,1,730
1000000134,1,742
1000000135,1,418
1000000136,1,810
1000000137,1,736
1000000138,1,356
1000000139,1,691
1000000140,1,652
1000000141,1,529
1000000142,1,480
1000000143,1,595
1000000144,1,799
1000000145,1,787
1000000146,1,311
1000000147,1,857
1000000148,1,320
1000000149,1,680
1000000150,1,433
1000000151,1,456
1000000152,1,990
1000000153,1,552
1000000154,1,906
1000000155,1,941
1000000156,1,619
1000000157,1,561
1000000158,1,355
1000000159,1,376
1000000160,1,587
1000000161,1,562
1000000162,1,526
1000000163,1,462
1000000164,1,675
1000000165,1,512
1000000166,1,399
1000000167,1,353
1000000168,1,567
1000000169,1,345
1000000170,1,580
1000000171,1,430
1000000172,1,530
1000000173,1,348
1000000174,1,874
1000000175,1,365
1000000176,1,774
1000000177,1,829
1000000178,1,612
1000000179,1,921
1000000180,1,603
1000000181,1,866
1000000182,1,632
1000000183,1,692
1000000184,1,360
1000000185,1,944
1000000186,1,879
1000000187,1,358
1000000188,1,971
1000000189,1,916
1000000190,1,689
1000000191,1,790
1000000192,1,349
1000000193,1,856
1000000194,1,940
1000000195,1,448
1000000196,1,908
1000000197,1,464
1000000198,1,806
1000000199,1,987
1000000200,1,639
1000000201,1,307
1000000202,1,454
1000000203,1,532
1000000204,1,456
1000000205,1,339
1000000206,1,423
1000000207,1,511
1000000208,1,588
1000000209,1,685
1000000210,1,562
1000000211,1,750
1000000212,1,960
1000000213,1,776
1000000214,1,501
1000000215,1,914
1000000216,1,990
1000000217,1,998
1000000218,1,817
1000000219,1,983
1000000220,1,971
1000000221,1,710
1000000222,1,676
1000000223,1,590
1000000224,1,647
1000000225,1,396
1000000226,1,541
1000000227,1,777
1000000228,1,510
1000000229,1,929
1000000230,1,660
1000000231,1,789
1000000232,1,658
1000000233,1,936
1000000234,1,498
1000000235,1,875
1000000236,1,334
1000000237,1,362
1000000238,1,440
1000000239,1,723
1000000240,1,326
1000000241,1,467
1000000242,1,965
1000000243,1,980
1000000244,1,342
1000000245,1,302
1000000246,1,808
1000000247,1,372
1000000248,1,397
1000000249,1,984
1000000250,1,920
1000000251,1,642
1000000252,1,468
1000000253,1,476
1000000254,1,744
1000000255,1,900
1000000256,1,408
1000000257,1,548
1000000258,1,870
1000000259,1,474
1000000260,1,814
1000000261,1,829
1000000262,1,367
1000000263,1,862
1000000264,1,489
1000000265,1,348
1000000266,1,713
1000000267,1,876
1000000268,1,332
1000000269,1,412
1000000270,1,510
1000000271,1,353
1000000272,1,821
1000000273,1,631
1000000274,1,589
1000000275,1,537
1000000276,1,710
1000000277,1,937
1000000278,1,865
1000000279,1,659
1000000280,1,991
1000000281,1,583
1000000282,1,821
1000000283,1,600
1000000284,1,989
1000000285,1,854
1000000286,1,628
1000000287,1,339
1000000288,1,753
1000000289,1,614
1000000290,1,672
1000000291,1,695
1000000292,1,892
1000000293,1,767
1000000294,1,304
1000000295,1,979
1000000296,1,371
1000000297,1,986
1000000298,1,799
1000000299,1,681
1000000300,1,341
1000000301,1,665
1000000302,1,499
1000000303,1,824
1000000304,1,850
1000000305,1,772
1000000306,1,928
1000000307,1,966
1000000308,1,454
1000000309,1,352
1000000310,1,350
1000000311,1,852
1000000312,1,923
1000000313,1,810
1000000314,1,541
1000000315,1,742
1000000316,1,357
1000000317,1,478
1000000318,1,326
1000000319,1,1000
1000000320,1,319
1000000321,1,565
1000000322,1,944
1000000323,1,695
1000000324,1,824
1000000325,1,961
1000000326,1,440
1000000327,1,405
1000000328,1,804
1000000329,1,339
1000000330,1,633
1000000331,1,384
1000000332,1,978
1000000333,1,978
1000000334,1,369
1000000335,1,311
1000000336,1,534
1000000337,1,660
1000000338,1,444
1000000339,1,427
1000000340,1,775
1000000341,1,337
1000000342,1,318
1000000343,1,621
1000000344,1,413
1000000345,1,637
1000000346,1,845
1000000347,1,360
1000000348,1,645
1000000349,1,717
1000000350,1,413
1000000351,1,707
1000000352,1,913
1000000353,1,810
1000000354,1,714
1000000355,1,396
1000000356,1,597
1000000357,1,328
1000000358,1,370
1000000359,1,749
1000000360,1,689
1000000361,1,874
1000000362,1,561
1000000363,1,963
1000000364,1,959
1000000365,1,441
1000000366,1,573
1000000367,1,508
1000000368,1,928
1000000369,1,977
1000000370,1,520
1000000371,1,481
1000000372,1,943
1000000373,1,776
1000000374,1,557
1000000375,1,431
1000000376,1,929
1000000377,1,896
1000000378,1,369
1000000379,1,938
1000000380,1,428
1000000381,1,722
1000000382,1,506
1000000383,1,797
1000000384,1,384
1000000385,1,475
1000000386,1,422
1000000387,1,621
1000000388,1,911
1000000389,1,522
1000000390,1,941
1000000391,1,487
1000000392,1,795
1000000393,1,331
1000000394,1,649
1000000395,1,675
1000000396,1,566
1000000397,1,469
1000000398,1,804
1000000399,1,667
1000000400,1,410
1000000401,1,417
1000000402,1,387
1000000403,1,430
1000000404,1,459
1000000405,1,602
1000000406,1,746
1000000407,1,737
1000000408,1,878
1000000409,1,545
1000000410,1,759
1000000411,1,917
1000000412,1,874
1000000413,1,798
1000000414,1,568
1000000415,1,790
1000000416,1,729
1000000417,1,731
1000000418,1,547
1000000419,1,839
1000000420,1,938
1000000421,1,587
1000000422,1,981
1000000423,1,470
1000000424,1,663
1000000425,1,487
1000000426,1,598
1000000427,1,638
1000000428,1,927
1000000429,1,853
1000000430,1,324
1000000431,1,307
1000000432,1,915
1000000433,1,452
1000000434,1,605
1000000435,1,794
1000000436,1,961
1000000437,1,980
1000000438,1,409
1000000439,1,579
1000000440,1,304
1000000441,1,957
1000000442,1,819
1000000443,1,741
1000000444,1,867
1000000445,1,978
1000000446,1,645
1000000447,1,789
1000000448,1,513
1000000449,1,692
1000000450,1,384
1000000451,1,680
1000000452,1,311
1000000453,1,359
1000000454,1,320
1000000455,1,707
1000000456,1,696
1000000457,1,399
1000000458,1,738
1000000459,1,821
1000000460,1,892
1000000461,1,356
1000000462,1,302
1000000463,1,455
1000000464,1,852
1000000465,1,954
1000000466,1,986
1000000467,1,339
1000000468,1,487
1000000469,1,475
1000000470,1,982
1000000471,1,661
1000000472,1,494
1000000473,1,449
1000000474,1,622
1000000475,1,759
1000000476,1,968
1000000477,1,390
1000000478,1,617
1000000479,1,609
1000000480,1,926
1000000481,1,874
1000000482,1,589
1000000483,1,768
1000000484,1,672
1000000485,1,561
1000000486,1,752
1000000487,1,836
1000000488,1,986
1000000489,1,606
1000000490,1,854
1000000491,1,826
1000000492,1,672
1000000493,1,415
1000000494,1,902
1000000495,1,400
1000000496,1,379
1000000497,1,496
1000000498,1,578
1000000499,1,486
1000000500,1,942
1000000501,1,989
1000000502,1,813
1000000503,1,357
1000000504,1,400
1000000505,1,557
1000000506,1,867
1000000507,1,731
1000000508,1,532
1000000509,1,687
1000000510,1,658
1000000511,1,957
1000000512,1,764
1000000513,1,613
1000000514,1,795
1000000515,1,514
1000000516,1,913
1000000517,1,369
1000000518,1,525
1000000519,1,737
1000000520,1,372
1000000521,1,844
1000000522,1,579
1000000523,1,641
1000000524,1,904
1000000525,1,690
1000000526,1,770
1000000527,1,702
1000000528,1,513
1000000529,1,594
1000000530,1,466
1000000531,1,709
1000000532,1,515
1000000533,1,675
1000000534,1,381
1000000535,1,645
1000000536,1,701
1000000537,1,738
1000000538,1,497
1000000539,1,664
1000000540,1,342
1000000541,1,528
1000000542,1,564
1000000543,1,427
1000000544,1,708
1000000545,1,874
1000000546,1,956
1000000547,1,904
1000000548,1,604
1000000549,1,655
1000000550,1,524
1000000551,1,597
1000000552,1,370
1000000553,1,964
1000000554,1,605
1000000555,1,853
1000000556,1,919
1000000557,1,600
1000000558,1,892
1000000559,1,481
1000000560,1,610
1000000561,1,768
1000000562,1,998
1000000563,1,317
1000000564,1,614
1000000565,1,812
1000000566,1,879
1000000567,1,523
1000000568,1,982
1000000569,1,601
1000000570,1,563
1000000571,1,844
1000000572,1,949
1000000573,1,764
1000000574,1,366
1000000575,1,358
1000000576,1,840
1000000577,1,512
1000000578,1,828
1000000579,1,737
1000000580,1,447
1000000581,1,530
1000000582,1,950
1000000583,1,433
1000000584,1,415
1000000585,1,833
1000000586,1,738
1000000587,1,757
1000000588,1,416
1000000589,1,785
1000000590,1,888
1000000591,1,704
1000000592,1,980
1000000593,1,571
1000000594,1,799
1000000595,1,570
1000000596,1,699
1000000597,1,350
1000000598,1,758
1000000599,1,601
1000000600,1,856
1000000601,1,538
1000000602,1,497
1000000603,1,722
1000000604,1,324
1000000605,1,767
1000000606,1,633
1000000607,1,511
1000000608,1,432
1000000609,1,637
1000000610,1,309
1000000611,1,996
1000000612,1,945
1000000613,1,557
1000000614,1,798
1000000615,1,826
1000000616,1,862
1000000617,1,469
1000000618,1,579
1000000619,1,557
1000000620,1,674
1000000621,1,857
1000000622,1,521
1000000623,1,918
1000000624,1,490
1000000625,1,426
1000000626,1,552
1000000627,1,563
1000000628,1,615
1000000629,1,441
1000000630,1,446
1000000631,1,552
1000000632,1,529
1000000633,1,409
1000000634,1,445
1000000635,1,714
1000000636,1,955
1000000637,1,984
1000000638,1,626
1000000639,1,363
1000000640,1,810
1000000641,1,518
1000000642,1,708
1000000643,1,841
1000000644,1,426
1000000645,1,367
1000000646,1,851
1000000647,1,554
1000000648,1,309
1000000649,1,861
1000000650,1,489
1000000651,1,769
1000000652,1,307
1000000653,1,894
1000000654,1,741
1000000655,1,867
1000000656,1,419
1000000657,1,589
1000000658,1,828
1000000659,1,625
1000000660,1,591
1000000661,1,976
1000000662,1,452
1000000663,1,739
1000000664,1,471
1000000665,1,630
1000000666,1,781
1000000667,1,433
1000000668,1,758
1000000669,1,418
1000000670,1,912
1000000671,1,327
1000000672,1,470
1000000673,1,519
1000000674,1,791
1000000675,1,678
1000000676,1,599
1000000677,1,521
1000000678,1,645
1000000679,1,904
1000000680,1,705
1000000681,1,915
1000000682,1,846
1000000683,1,545
1000000684,1,331
1000000685,1,626
1000000686,1,427
1000000687,1,751
1000000688,1,603
1000000689,1,835
1000000690,1,873
1000000691,1,951
1000000692,1,572
1000000693,1,799
1000000694,1,689
1000000695,1,751
1000000696,1,462
1000000697,1,694
1000000698,1,510
1000000699,1,774
1000000700,1,789
1000000701,1,753
1000000702,1,976
1000000703,1,797
1000000704,1,523
1000000705,1,730
1000000706,1,314
1000000707,1,479
1000000708,1,640
1000000709,1,354
1000000710,1,883
1000000711,1,366
1000000712,1,463
1000000713,1,973
1000000714,1,663
1000000715,1,495
1000000716,1,882
1000000717,1,562
1000000718,1,834
1000000719,1,419
1000000720,1,341
1000000721,1,486
1000000722,1,519
1000000723,1,302
1000000724,1,359
1000000725,1,983
1000000726,1,486
1000000727,1,955
1000000728,1,353
1000000729,1,389
1000000730,1,499
1000000731,1,925
1000000732,1,732
1000000733,1,319
1000000734,1,385
1000000735,1,480
1000000736,1,491
1000000737,1,693
1000000738,1,585
1000000739,1,467
1000000740,1,853
1000000741,1,895
1000000742,1,881
1000000743,1,628
1000000744,1,913
1000000745,1,415
1000000746,1,364
1000000747,1,670
1000000748,1,811
1000000749,1,344
1000000750,1,483
1000000751,1,849
1000000752,1,581
1000000753,1,751
1000000754,1,711
1000000755,1,373
1000000756,1,774
1000000757,1,745
1000000758,1,455
1000000759,1,573
1000000760,1,607
1000000761,1,755
1000000762,1,462
1000000763,1,752
1000000764,1,967
1000000765,1,628
1000000766,1,724
1000000767,1,852
1000000768,1,794
1000000769,1,779
1000000770,1,596
1000000771,1,990
1000000772,1,501
1000000773,1,409
1000000774,1,345
1000000775,1,893
1000000776,1,318
1000000777,1,676
1000000778,1,968
1000000779,1,544
1000000780,1,704
1000000781,1,920
1000000782,1,569
1000000783,1,401
1000000784,1,336
1000000785,1,872
1000000786,1,364
1000000787,1,731
1000000788,1,579
1000000789,1,563
1000000790,1,686
1000000791,1,754
1000000792,1,507
1000000793,1,823
1000000794,1,399
1000000795,1,394
1000000796,1,775
1000000797,1,931
1000000798,1,669
1000000799,1,908
1000000800,1,786
1000000801,1,443
1000000802,1,814
1000000803,1,870
1000000804,1,668
1000000805,1,761
1000000806,1,721
1000000807,1,515
1000000808,1,590
1000000809,1,734
1000000810,1,509
1000000811,1,570
1000000812,1,589
1000000813,1,570
1000000814,1,396
1000000815,1,326
1000000816,1,762
1000000817,1,316
1000000818,1,590
1000000819,1,856
1000000820,1,595
1000000821,1,831
1000000822,1,958
1000000823,1,830
1000000824,1,329
1000000825,1,589
1000000826,1,727
1000000827,1,381
1000000828,1,316
1000000829,1,894
1000000830,1,414
1000000831,1,872
1000000832,1,342
1000000833,1,656
1000000834,1,767
1000000835,1,627
1000000836,1,591
1000000837,1,1000
1000000838,1,488
1000000839,1,350
1000000840,1,604
1000000841,1,357
1000000842,1,778
1000000843,1,899
1000000844,1,598
1000000845,1,479
1000000846,1,942
1000000847,1,857
1000000848,1,777
1000000849,1,680
1000000850,1,833
1000000851,1,747
1000000852,1,709
1000000853,1,789
1000000854,1,605
1000000855,1,959
1000000856,1,746
1000000857,1,581
1000000858,1,831
1000000859,1,380
1000000860,1,404
1000000861,1,780
1000000862,1,533
1000000863,1,737
1000000864,1,432
1000000865,1,631
1000000866,1,928
1000000867,1,553
1000000868,1,692
1000000869,1,845
1000000870,1,312
1000000871,1,807
1000000872,1,491
1000000873,1,759
1000000874,1,872
1000000875,1,435
1000000876,1,449
1000000877,1,343
1000000878,1,794
1000000879,1,414
1000000880,1,767
1000000881,1,966
1000000882,1,374
1000000883,1,913
1000000884,1,869
1000000885,1,844
1000000886,1,873
1000000887,1,564
1000000888,1,492
1000000889,1,846
1000000890,1,976
1000000891,1,704
1000000892,1,350
1000000893,1,307
1000000894,1,637
1000000895,1,482
1000000896,1,702
1000000897,1,736
1000000898,1,615
1000000899,1,756
1000000900,1,437
1000000901,1,472
1000000902,1,863
1000000903,1,816
1000000904,1,888
1000000905,1,584
1000000906,1,515
1000000907,1,425
1000000908,1,626
1000000909,1,753
1000000910,1,392
1000000911,1,651
1000000912,1,981
1000000913,1,386
1000000914,1,425
1000000915,1,952
1000000916,1,913
